item,wm_month,item_desc,unit_retail,color,pos_stores,pos_qty,months,interested,pos_diff_pct,pos_pct_of_1st_month
ADX6802176,2018/01,6-ON GLTQ SET -F/B,$4.88 ,TURQ,595 ,2585.0,14,Yes,-0.49432707355242567,0.5639179755671903
ADX6802176,2018/02,6-ON GLTQ SET -F/B,$4.88 ,TURQ,659 ,2901.0,14,Yes,0.12224371373307541,0.6328534031413613
ADX6802178,2017/03,6-ON GOLD SET -F/B,$4.88 ,MULTI,"1,151 ",7090.0,14,Yes,0.0,1.0
ADX6802178,2017/04,6-ON GOLD SET -F/B,$4.88 ,MULTI,"1,231 ",5589.0,14,Yes,-0.21170662905500703,0.788293370944993
ADX6802178,2017/05,6-ON GOLD SET -F/B,$4.88 ,MULTI,"1,246 ",6687.0,14,Yes,0.19645732689210949,0.9431593794076164
ADX6802178,2017/06,6-ON GOLD SET -F/B,$4.88 ,MULTI,"1,223 ",7525.0,14,Yes,0.12531778076865563,1.0613540197461213
ADX6802178,2017/07,6-ON GOLD SET -F/B,$4.88 ,MULTI,"1,024 ",4882.0,14,Yes,-0.35122923588039867,0.6885754583921015
ADX6802178,2017/08,6-ON GOLD SET -F/B,$4.88 ,MULTI,"1,264 ",5240.0,14,Yes,0.07333060221220822,0.7390691114245416
ADX6802178,2017/09,6-ON GOLD SET -F/B,$4.88 ,MULTI,"1,159 ",7447.0,14,Yes,0.4211832061068703,1.0503526093088857
ADX6802178,2017/10,6-ON GOLD SET -F/B,$4.88 ,MULTI,"1,155 ",5840.0,14,Yes,-0.21579159393044178,0.8236953455571228
ADX6802178,2017/11,6-ON GOLD SET -F/B,$4.88 ,MULTI,"1,177 ",6050.0,14,Yes,0.03595890410958913,0.8533145275035261
ADX6802178,2017/12,6-ON GOLD SET -F/B,$4.88 ,MULTI,"1,590 ",8675.0,14,Yes,0.43388429752066116,1.2235543018335684
ADX6802178,2018/01,6-ON GOLD SET -F/B,$4.88 ,MULTI,889 ,3496.0,14,Yes,-0.5970028818443804,0.4930888575458392
ADX6802178,2018/02,6-ON GOLD SET -F/B,$4.88 ,MULTI,823 ,3611.0,14,Yes,0.03289473684210531,0.5093088857545839
ADX6802179,2017/03,6-ON SLBK SET-F/B,$4.88 ,MULTI,939 ,5482.0,14,Yes,0.0,1.0
ADX6802179,2017/04,6-ON SLBK SET-F/B,$4.88 ,MULTI,916 ,4307.0,14,Yes,-0.21433783290769792,0.7856621670923021
ADX6802179,2017/05,6-ON SLBK SET-F/B,$4.88 ,MULTI,906 ,4089.0,14,Yes,-0.05061527745530536,0.7458956585187888
ADX6802179,2017/06,6-ON SLBK SET-F/B,$4.88 ,MULTI,"1,118 ",6278.0,14,Yes,0.5353387136219125,1.1452024808464065
ADX6802179,2017/07,6-ON SLBK SET-F/B,$4.88 ,MULTI,"1,148 ",5207.0,14,Yes,-0.17059573112456194,0.9498358263407516
ADX6802179,2017/08,6-ON SLBK SET-F/B,$4.88 ,MULTI,"1,091 ",4716.0,14,Yes,-0.09429613981179186,0.8602699744618753
ADX6802179,2017/09,6-ON SLBK SET-F/B,$4.88 ,MULTI,"1,057 ",6502.0,14,Yes,0.3787107718405429,1.1860634804815762
ADX6802179,2017/10,6-ON SLBK SET-F/B,$4.88 ,MULTI,"1,002 ",5093.0,14,Yes,-0.21670255306059671,0.9290404961692813
ADX6802179,2017/11,6-ON SLBK SET-F/B,$4.88 ,MULTI,"1,006 ",5067.0,14,Yes,-0.005105046141763214,0.9242977015687706
ADX6802179,2017/12,6-ON SLBK SET-F/B,$4.88 ,MULTI,"1,303 ",6488.0,14,Yes,0.2804420761791988,1.183509668004378
ADX6802179,2018/01,6-ON SLBK SET-F/B,$4.88 ,MULTI,740 ,3031.0,14,Yes,-0.532829839704069,0.5529004013133892
ADX6802179,2018/02,6-ON SLBK SET-F/B,$4.88 ,MULTI,772 ,3351.0,14,Yes,0.10557571758495543,0.6112732579350602
ADX6802186,2017/03,6PC MIX METAL RINGS,$4.88 ,GLSLRG,767 ,4136.0,14,No,0.0,1.0
ADX6802186,2017/04,6PC MIX METAL RINGS,$4.88 ,GLSLRG,810 ,3365.0,14,No,-0.18641199226305605,0.813588007736944
ADX6802186,2017/05,6PC MIX METAL RINGS,$4.88 ,GLSLRG,648 ,2579.0,14,No,-0.23358098068350663,0.6235493230174082
ADX6802186,2017/06,6PC MIX METAL RINGS,$4.88 ,GLSLRG,736 ,3861.0,14,No,0.49709189608375337,0.9335106382978723
ADX6802186,2017/07,6PC MIX METAL RINGS,$4.88 ,GLSLRG,868 ,3583.0,14,No,-0.07200207200207198,0.8662959381044487
ADX6802186,2017/08,6PC MIX METAL RINGS,$4.88 ,GLSLRG,732 ,3147.0,14,No,-0.12168573820820539,0.7608800773694391
ADX6802186,2017/09,6PC MIX METAL RINGS,$4.88 ,GLSLRG,767 ,4251.0,14,No,0.35081029551954246,1.0278046421663443
ADX6802186,2017/10,6PC MIX METAL RINGS,$4.88 ,GLSLRG,716 ,3192.0,14,No,-0.24911785462244174,0.7717601547388782
ADX6802186,2017/11,6PC MIX METAL RINGS,$4.88 ,GLSLRG,767 ,3226.0,14,No,0.01065162907268169,0.7799806576402321
ADX6802186,2017/12,6PC MIX METAL RINGS,$4.88 ,GLSLRG,"1,379 ",6783.0,14,No,1.1026038437693737,1.639990328820116
ADX6802186,2018/01,6PC MIX METAL RINGS,$4.88 ,GLSLRG,484 ,1725.0,14,No,-0.745687748783724,0.41706963249516443
ADX6802186,2018/02,6PC MIX METAL RINGS,$4.88 ,GLSLRG,510 ,1927.0,14,No,0.11710144927536237,0.4659090909090909
ADX6802187,2017/03,6PC SL/TQ RING SET,$4.88 ,TURQ,853 ,4324.0,14,Yes,0.0,1.0
ADX6802187,2017/04,6PC SL/TQ RING SET,$4.88 ,TURQ,813 ,3457.0,14,Yes,-0.20050878815911188,0.7994912118408881
ADX6802187,2017/05,6PC SL/TQ RING SET,$4.88 ,TURQ,706 ,2984.0,14,Yes,-0.1368238356956899,0.6901017576318224
ADX6802187,2017/06,6PC SL/TQ RING SET,$4.88 ,TURQ,832 ,4230.0,14,Yes,0.4175603217158177,0.9782608695652174
ADX6802187,2017/07,6PC SL/TQ RING SET,$4.88 ,TURQ,983 ,4208.0,14,Yes,-0.005200945626477549,0.973172987974098
ADX6802187,2017/08,6PC SL/TQ RING SET,$4.88 ,TURQ,894 ,3804.0,14,Yes,-0.0960076045627376,0.879740980573543
ADX6802187,2017/09,6PC SL/TQ RING SET,$4.88 ,TURQ,871 ,4856.0,14,Yes,0.27655099894847535,1.1230342275670675
ADX6802187,2017/10,6PC SL/TQ RING SET,$4.88 ,TURQ,903 ,3898.0,14,Yes,-0.19728171334431632,0.9014801110083256
ADX6802187,2017/11,6PC SL/TQ RING SET,$4.88 ,TURQ,871 ,3415.0,14,Yes,-0.1239096972806567,0.7897779833487512
ADX6802187,2017/12,6PC SL/TQ RING SET,$4.88 ,TURQ,"1,291 ",5890.0,14,Yes,0.7247437774524159,1.3621646623496761
ADX6802187,2018/01,6PC SL/TQ RING SET,$4.88 ,TURQ,632 ,2506.0,14,Yes,-0.5745331069609507,0.5795559666975023
ADX6802187,2018/02,6PC SL/TQ RING SET,$4.88 ,TURQ,666 ,2746.0,14,Yes,0.09577015163607339,0.6350601295097132
ADX6802188,2017/03,BK CIRCLE W/TASSLE,$4.88 ,BK,"1,013 ",5662.0,14,No,0.0,1.0
ADX6802188,2017/04,BK CIRCLE W/TASSLE,$4.88 ,BK,933 ,3793.0,14,No,-0.33009537265983746,0.6699046273401625
ADX6802188,2017/05,BK CIRCLE W/TASSLE,$4.88 ,BK,"1,061 ",4590.0,14,No,0.21012391247034,0.8106676086188626
ADX6802188,2017/06,BK CIRCLE W/TASSLE,$4.88 ,BK,978 ,5165.0,14,No,0.12527233115468417,0.9122218297421406
ADX6802188,2017/07,BK CIRCLE W/TASSLE,$4.88 ,BK,956 ,4267.0,14,No,-0.17386253630203297,0.7536206287530908
ADX6802188,2017/08,BK CIRCLE W/TASSLE,$4.88 ,BK,908 ,4184.0,14,No,-0.019451605343332568,0.7389614977039916
ADX6802188,2017/09,BK CIRCLE W/TASSLE,$4.88 ,BK,941 ,5014.0,14,No,0.19837476099426388,0.885552808194984
ADX6802188,2017/10,BK CIRCLE W/TASSLE,$4.88 ,BK,"1,054 ",4631.0,14,No,-0.07638611886717195,0.8179088661250442
ADX6802188,2017/11,BK CIRCLE W/TASSLE,$4.88 ,BK,"1,217 ",5079.0,14,No,0.09673936514791626,0.8970328505828329
ADX6802188,2017/12,BK CIRCLE W/TASSLE,$4.88 ,BK,"1,807 ",9422.0,14,No,0.8550895845638906,1.66407629812787
ADX6802188,2018/01,BK CIRCLE W/TASSLE,$4.88 ,BK,892 ,3221.0,14,No,-0.6581405221821269,0.5688802543270929
ADX6802188,2018/02,BK CIRCLE W/TASSLE,$4.88 ,BK,"1,265 ",5229.0,14,No,0.6234088792300527,0.9235252560932533
ADX6802206,2017/03,6-ON PEARL F/B FAN,$4.88 ,PEARL,942 ,4034.0,13,Yes,0.0,1.0
ADX6802206,2017/04,6-ON PEARL F/B FAN,$4.88 ,PEARL,"1,107 ",4655.0,13,Yes,0.15394149727317807,1.153941497273178
ADX6802206,2017/05,6-ON PEARL F/B FAN,$4.88 ,PEARL,"1,012 ",4511.0,13,Yes,-0.030934479054779862,1.1182449181953396
ADX6802206,2017/06,6-ON PEARL F/B FAN,$4.88 ,PEARL,915 ,4913.0,13,Yes,0.08911549545555308,1.2178978681209718
ADX6802206,2017/07,6-ON PEARL F/B FAN,$4.88 ,PEARL,906 ,4129.0,13,Yes,-0.15957663342153472,1.0235498264749627
ADX6802206,2017/08,6-ON PEARL F/B FAN,$4.88 ,PEARL,881 ,4216.0,13,Yes,0.021070477113102504,1.0451165096678234
ADX6802206,2017/09,6-ON PEARL F/B FAN,$4.88 ,PEARL,846 ,4879.0,13,Yes,0.157258064516129,1.2094695091720378
ADX6802206,2017/10,6-ON PEARL F/B FAN,$4.88 ,PEARL,809 ,3751.0,13,Yes,-0.23119491699118677,0.929846306395637
ADX6802206,2017/11,6-ON PEARL F/B FAN,$4.88 ,PEARL,792 ,3461.0,13,Yes,-0.07731271660890426,0.8579573624194348
ADX6802206,2017/12,6-ON PEARL F/B FAN,$4.88 ,PEARL,"1,096 ",5044.0,13,Yes,0.45738225946258315,1.2503718393653942
ADX6802206,2018/01,6-ON PEARL F/B FAN,$4.88 ,PEARL,628 ,2602.0,13,Yes,-0.4841395717684377,0.6450173525037184
ADX6802206,2018/02,6-ON PEARL F/B FAN,$4.88 ,PEARL,715 ,3084.0,13,Yes,0.18524212144504237,0.7645017352503718
ADX6802207,2017/03,6-ON CRYSTUD PRL F/B,$4.88 ,MULTI,"1,214 ",6208.0,13,Yes,0.0,1.0
ADX6802207,2017/04,6-ON CRYSTUD PRL F/B,$4.88 ,MULTI,"1,130 ",4099.0,13,Yes,-0.33972293814432986,0.6602770618556701
ADX6802207,2017/05,6-ON CRYSTUD PRL F/B,$4.88 ,MULTI,"1,093 ",4607.0,13,Yes,0.12393266650402546,0.7421069587628866
ADX6802207,2017/06,6-ON CRYSTUD PRL F/B,$4.88 ,MULTI,"1,118 ",5496.0,13,Yes,0.19296722378988496,0.8853092783505154
ADX6802207,2017/07,6-ON CRYSTUD PRL F/B,$4.88 ,MULTI,"1,428 ",6029.0,13,Yes,0.09697962154294038,0.9711662371134021
ADX6802207,2017/08,6-ON CRYSTUD PRL F/B,$4.88 ,MULTI,"1,251 ",5458.0,13,Yes,-0.09470890694974288,0.8791881443298969
ADX6802207,2017/09,6-ON CRYSTUD PRL F/B,$4.88 ,MULTI,"1,219 ",7883.0,13,Yes,0.4443019421033345,1.269813144329897
ADX6802207,2017/10,6-ON CRYSTUD PRL F/B,$4.88 ,MULTI,"1,256 ",6744.0,13,Yes,-0.14448813903336288,1.086340206185567
ADX6802207,2017/11,6-ON CRYSTUD PRL F/B,$4.88 ,MULTI,"1,186 ",5726.0,13,Yes,-0.1509489916963227,0.9223582474226805
ADX6802207,2017/12,6-ON CRYSTUD PRL F/B,$4.88 ,MULTI,"1,297 ",7236.0,13,Yes,0.26370939573873553,1.1655927835051547
ADX6802207,2018/01,6-ON CRYSTUD PRL F/B,$4.88 ,MULTI,816 ,3329.0,13,Yes,-0.5399391929242676,0.536243556701031
ADX6802207,2018/02,6-ON CRYSTUD PRL F/B,$4.88 ,MULTI,784 ,3661.0,13,Yes,0.09972964854310606,0.5897229381443299
ADX6802213,2017/03,6-ON SMALL HOOP,$4.88 ,GL,143 ,452.0,13,No,0.0,1.0
ADX6802213,2017/04,6-ON SMALL HOOP,$4.88 ,GL,134 ,522.0,13,No,0.15486725663716805,1.154867256637168
ADX6802213,2017/05,6-ON SMALL HOOP,$4.88 ,GL,155 ,551.0,13,No,0.05555555555555558,1.2190265486725664
ADX6802213,2017/06,6-ON SMALL HOOP,$4.88 ,GL,113 ,554.0,13,No,0.005444646098003547,1.2256637168141593
ADX6802213,2017/07,6-ON SMALL HOOP,$4.88 ,GL,121 ,434.0,13,No,-0.21660649819494582,0.9601769911504425
ADX6802213,2017/08,6-ON SMALL HOOP,$4.88 ,GL,121 ,448.0,13,No,0.032258064516129004,0.9911504424778761
ADX6802213,2017/09,6-ON SMALL HOOP,$4.88 ,GL,169 ,764.0,13,No,0.7053571428571428,1.6902654867256637
ADX6802213,2017/10,6-ON SMALL HOOP,$4.88 ,GL,165 ,675.0,13,No,-0.11649214659685869,1.4933628318584071
ADX6802213,2017/11,6-ON SMALL HOOP,$4.88 ,GL,130 ,496.0,13,No,-0.2651851851851852,1.0973451327433628
ADX6802213,2017/12,6-ON SMALL HOOP,$4.88 ,GL,144 ,656.0,13,No,0.32258064516129026,1.4513274336283186
ADX6802213,2018/01,6-ON SMALL HOOP,$4.88 ,GL,69 ,276.0,13,No,-0.5792682926829269,0.6106194690265486
ADX6802213,2018/02,6-ON SMALL HOOP,$4.88 ,GL,162 ,607.0,13,No,1.1992753623188408,1.342920353982301
ADX6802231,2017/03,4PC GL/PRL RING SET,$4.88 ,MULTI,951 ,4161.0,13,Yes,0.0,1.0
ADX6802231,2017/04,4PC GL/PRL RING SET,$4.88 ,MULTI,843 ,3601.0,13,Yes,-0.1345830329247777,0.8654169670752223
ADX6802231,2017/05,4PC GL/PRL RING SET,$4.88 ,MULTI,"1,006 ",4281.0,13,Yes,0.18883643432379893,1.0288392213410238
ADX6802231,2017/06,4PC GL/PRL RING SET,$4.88 ,MULTI,543 ,2303.0,13,Yes,-0.4620415790703106,0.5534727229031483
ADX6802231,2017/07,4PC GL/PRL RING SET,$4.88 ,MULTI,867 ,3889.0,13,Yes,0.6886669561441598,0.9346310982936794
ADX6802231,2017/08,4PC GL/PRL RING SET,$4.88 ,MULTI,924 ,4554.0,13,Yes,0.17099511442530213,1.094448449891853
ADX6802231,2017/09,4PC GL/PRL RING SET,$4.88 ,MULTI,871 ,5060.0,13,Yes,0.11111111111111116,1.2160538332131698
ADX6802231,2017/10,4PC GL/PRL RING SET,$4.88 ,MULTI,893 ,4149.0,13,Yes,-0.18003952569169956,0.9971160778658976
ADX6802231,2017/11,4PC GL/PRL RING SET,$4.88 ,MULTI,902 ,4089.0,13,Yes,-0.014461315979754197,0.9826964671953857
ADX6802231,2017/12,4PC GL/PRL RING SET,$4.88 ,MULTI,"1,194 ",5625.0,13,Yes,0.37564196625091717,1.3518385003604902
ADX6802231,2018/01,4PC GL/PRL RING SET,$4.88 ,MULTI,704 ,2335.0,13,Yes,-0.5848888888888889,0.5611631819274213
ADX6802231,2018/02,4PC GL/PRL RING SET,$4.88 ,MULTI,620 ,2559.0,13,Yes,0.09593147751606002,0.6149963950973324
ADX6802267,2017/03,SILVER TURQ BRACELET,$4.88 ,TURQ,"1,058 ",4628.0,13,Yes,0.0,1.0
ADX6802267,2017/04,SILVER TURQ BRACELET,$4.88 ,TURQ,"1,069 ",5016.0,13,Yes,0.08383751080380297,1.083837510803803
ADX6802267,2017/05,SILVER TURQ BRACELET,$4.88 ,TURQ,"1,357 ",6380.0,13,Yes,0.27192982456140347,1.3785652549697494
ADX6802267,2017/06,SILVER TURQ BRACELET,$4.88 ,TURQ,975 ,5859.0,13,Yes,-0.08166144200626957,1.265989628349179
ADX6802267,2017/07,SILVER TURQ BRACELET,$4.88 ,TURQ,"1,010 ",4743.0,13,Yes,-0.19047619047619047,1.0248487467588592
ADX6802267,2017/08,SILVER TURQ BRACELET,$4.88 ,TURQ,"1,053 ",4819.0,13,Yes,0.016023613746573906,1.0412705272255833
ADX6802267,2017/09,SILVER TURQ BRACELET,$4.88 ,TURQ,887 ,4826.0,13,Yes,0.0014525835235525975,1.0427830596369922
ADX6802267,2017/10,SILVER TURQ BRACELET,$4.88 ,TURQ,816 ,3488.0,13,Yes,-0.27724823870700377,0.7536732929991357
ADX6802267,2017/11,SILVER TURQ BRACELET,$4.88 ,TURQ,732 ,2871.0,13,Yes,-0.17689220183486243,0.6203543647363872
ADX6802267,2017/12,SILVER TURQ BRACELET,$4.88 ,TURQ,"1,449 ",6138.0,13,Yes,1.1379310344827585,1.3262748487467588
ADX6802267,2018/01,SILVER TURQ BRACELET,$4.88 ,TURQ,443 ,1648.0,13,Yes,-0.7315086347344412,0.3560933448573898
ADX6802267,2018/02,SILVER TURQ BRACELET,$4.88 ,TURQ,541 ,2027.0,13,Yes,0.22997572815533984,0.43798617113223853
ADX6807039,2017/03,"SILVR SNAKE 18"" NECK",$2.88 ,SL,"1,399 ",10443.0,14,No,0.0,1.0
ADX6807039,2017/04,"SILVR SNAKE 18"" NECK",$2.88 ,SL,"1,440 ",8671.0,14,No,-0.16968304127166522,0.8303169587283348
ADX6807039,2017/05,"SILVR SNAKE 18"" NECK",$2.88 ,SL,"1,610 ",9692.0,14,No,0.11774881789874292,0.9280857990998755
ADX6807039,2017/06,"SILVR SNAKE 18"" NECK",$2.88 ,SL,"1,358 ",9946.0,14,No,0.026207181180355033,0.9524083117878004
ADX6807039,2017/07,"SILVR SNAKE 18"" NECK",$2.88 ,SL,"1,456 ",8821.0,14,No,-0.11311079831087878,0.8446806473235661
ADX6807039,2017/08,"SILVR SNAKE 18"" NECK",$2.88 ,SL,"1,446 ",8924.0,14,No,0.011676680648452509,0.8545437134922915
ADX6807039,2017/09,"SILVR SNAKE 18"" NECK",$2.88 ,SL,"1,330 ",9482.0,14,No,0.06252801434334376,0.9079766350665518
ADX6807039,2017/10,"SILVR SNAKE 18"" NECK",$2.88 ,SL,"1,157 ",6635.0,14,No,-0.3002531111579836,0.6353538255290625
ADX6807039,2017/11,"SILVR SNAKE 18"" NECK",$2.88 ,SL,"1,109 ",6540.0,14,No,-0.014318010550113058,0.6262568227520827
ADX6807039,2017/12,"SILVR SNAKE 18"" NECK",$2.88 ,SL,"1,762 ",13392.0,14,No,1.0477064220183485,1.2823901177822465
ADX6807039,2018/01,"SILVR SNAKE 18"" NECK",$2.88 ,SL,"1,132 ",6292.0,14,No,-0.5301672640382318,0.602508857607967
ADX6807039,2018/02,"SILVR SNAKE 18"" NECK",$2.88 ,SL,959 ,6420.0,14,No,0.020343293070565815,0.6147658718758977
ADX6811001,2017/03,GL/CRY BRACE EAR SET,$9.88 ,GLCC,159 ,754.0,14,No,0.0,1.0
ADX6811001,2017/04,GL/CRY BRACE EAR SET,$9.88 ,GLCC,201 ,701.0,14,No,-0.07029177718832891,0.9297082228116711
ADX6811001,2017/05,GL/CRY BRACE EAR SET,$9.88 ,GLCC,237 ,940.0,14,No,0.34094151212553503,1.246684350132626
ADX6811001,2017/06,GL/CRY BRACE EAR SET,$9.88 ,GLCC,180 ,778.0,14,No,-0.17234042553191486,1.0318302387267904
ADX6811001,2017/07,GL/CRY BRACE EAR SET,$9.88 ,GLCC,153 ,609.0,14,No,-0.2172236503856041,0.8076923076923077
ADX6811001,2017/08,GL/CRY BRACE EAR SET,$9.88 ,GLCC,184 ,649.0,14,No,0.06568144499178974,0.8607427055702918
ADX6811001,2017/09,GL/CRY BRACE EAR SET,$9.88 ,GLCC,162 ,777.0,14,No,0.19722650231124805,1.030503978779841
ADX6811001,2017/10,GL/CRY BRACE EAR SET,$9.88 ,GLCC,177 ,556.0,14,No,-0.2844272844272844,0.7374005305039788
ADX6811001,2017/11,GL/CRY BRACE EAR SET,$9.88 ,GLCC,122 ,478.0,14,No,-0.14028776978417268,0.6339522546419099
ADX6811001,2017/12,GL/CRY BRACE EAR SET,$9.88 ,GLCC,259 ,1011.0,14,No,1.1150627615062763,1.3408488063660478
ADX6811001,2018/01,GL/CRY BRACE EAR SET,$9.88 ,GLCC,91 ,230.0,14,No,-0.7725024727992087,0.3050397877984085
ADX6811001,2018/02,GL/CRY BRACE EAR SET,$9.88 ,GLCC,110 ,355.0,14,No,0.5434782608695652,0.4708222811671088
ADX6811004,2017/03,STR SOC CASTED BRAC,$7.88 ,SLCC,790 ,4029.0,14,No,0.0,1.0
ADX6811004,2017/04,STR SOC CASTED BRAC,$7.88 ,SLCC,"1,107 ",4575.0,14,No,0.1355174981384959,1.135517498138496
ADX6811004,2017/05,STR SOC CASTED BRAC,$7.88 ,SLCC,"1,168 ",4676.0,14,No,0.02207650273224049,1.1605857532886572
ADX6811004,2017/06,STR SOC CASTED BRAC,$7.88 ,SLCC,743 ,4090.0,14,No,-0.12532078699743365,1.0151402333085133
ADX6811004,2017/07,STR SOC CASTED BRAC,$7.88 ,SLCC,785 ,3279.0,14,No,-0.19828850855745717,0.813849590469099
ADX6811004,2017/08,STR SOC CASTED BRAC,$7.88 ,SLCC,649 ,2725.0,14,No,-0.16895394937480934,0.6763464879622735
ADX6811004,2017/09,STR SOC CASTED BRAC,$7.88 ,SLCC,758 ,3735.0,14,No,0.3706422018348623,0.9270290394638868
ADX6811004,2017/10,STR SOC CASTED BRAC,$7.88 ,SLCC,763 ,3025.0,14,No,-0.19009370816599735,0.7508066517746339
